OBJECTID,BikeAge,CrashDay,CrashHour,CrashLocation,Light,RoadCondition,RoadConfig,SpeedLimit,Weather
1502,49,Monday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1503,23,Tuesday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1504,17,Friday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
1505,15,Thursday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1506,15,Sunday,16,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
1507,,Thursday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1508,53,Thursday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
1509,23,Saturday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1510,13,Friday,14,Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Clear
1511,15,Thursday,13,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
1512,25,Friday,12,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
1513,50,Tuesday,6,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1514,53,Sunday,21,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1515,14,Sunday,0,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1516,20,Tuesday,14,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
1517,12,Wednesday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1518,16,Tuesday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1519,23,Wednesday,19,Intersection-Related,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1520,46,Monday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1521,19,Monday,7,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
1522,13,Wednesday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1523,45,Thursday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1524,14,Thursday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1525,17,Saturday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1526,12,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1527,44,Friday,23,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1528,44,Friday,19,Intersection,Daylight,Wet,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Cloudy
1529,54,Friday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1530,38,Friday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
1531,27,Saturday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1532,44,Tuesday,15,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
1533,44,Tuesday,11,Intersection,Daylight,Dry,Unknown,20 - 25  MPH,Clear
1534,20,Wednesday,0,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",Unknown,Clear
1535,59,Thursday,20,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1536,999,Friday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",Unknown,Cloudy
1537,55,Friday,5,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1538,15,Thursday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Cloudy
1539,43,Saturday,10,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1540,13,Sunday,19,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1541,69,Monday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1542,63,Monday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1543,16,Tuesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1544,57,Monday,23,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
1545,67,Sunday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1546,36,Friday,16,Non-Roadway,Daylight,Dry,"One-Way, Not Divided",5 - 15 MPH,Clear
1547,8,Friday,14,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
1548,27,Saturday,12,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1549,34,Friday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
1550,19,Wednesday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1551,64,Thursday,8,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1552,24,Tuesday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1553,999,Tuesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1554,26,Wednesday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1555,17,Monday,15,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",5 - 15 MPH,Clear
1556,19,Tuesday,5,Intersection,Dawn,Dry,"Two-Way, Not Divided",Unknown,Cloudy
1557,22,Tuesday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1558,52,Wednesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Cloudy
1559,22,Thursday,6,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1560,27,Wednesday,10,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1561,62,Friday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1562,37,Monday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1563,11,Friday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
1564,32,Saturday,1,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1565,8,Saturday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
1566,14,Friday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
1567,42,Friday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1568,15,Saturday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1569,34,Saturday,19,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
1570,22,Sunday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
1571,33,Monday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1572,20,Monday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1573,14,Tuesday,2,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1574,37,Monday,6,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1575,22,Wednesday,18,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
1576,53,Wednesday,17,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
1577,12,Thursday,17,Non-Intersection,Daylight,Dry,Unknown,Unknown,Clear
1578,9,Thursday,17,Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1579,10,Saturday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1580,7,Friday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1581,33,Friday,17,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
1582,47,Friday,6,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1583,14,Friday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1584,49,Saturday,20,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1585,58,Wednesday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1586,15,Friday,8,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
1587,25,Monday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1588,57,Sunday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1589,53,Wednesday,22,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1590,36,Wednesday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
1591,15,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
1592,8,Friday,20,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1593,43,Saturday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1594,49,Sunday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1595,15,Monday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1596,12,Monday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1597,61,Monday,20,Intersection-Related,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1598,15,Monday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1599,31,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
1600,10,Saturday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",Unknown,Clear
1601,55,Thursday,21,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",50 - 55  MPH,Rain
1602,46,Saturday,4,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
1603,30,Monday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
1604,66,Monday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1605,63,Saturday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1606,42,Wednesday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1607,20,Friday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1608,24,Saturday,1,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
1609,45,Sunday,13,Non-Roadway,Daylight,Wet,"Two-Way, Not Divided",Unknown,Rain
1610,13,Sunday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1611,25,Sunday,0,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1612,54,Sunday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1613,64,Monday,16,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1614,48,Saturday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1615,47,Monday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1616,18,Thursday,21,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1617,11,Tuesday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1618,43,Tuesday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
1619,45,Wednesday,21,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Cloudy
1620,12,Friday,19,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
1621,40,Saturday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
1622,10,Thursday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1623,45,Thursday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1624,18,Thursday,23,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",Unknown,Clear
1625,19,Thursday,20,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
1626,9,Thursday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1627,33,Wednesday,9,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
1628,26,Monday,20,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1629,22,Thursday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
1630,13,Saturday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1631,18,Friday,19,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1632,23,Thursday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1633,15,Monday,12,Intersection,Dusk,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
1634,37,Saturday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1635,30,Friday,14,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
1636,45,Saturday,9,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1637,11,Tuesday,19,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
1638,13,Sunday,17,Intersection,Dusk,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1639,34,Sunday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1640,45,Monday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
1641,13,Monday,20,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1642,50,Wednesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1643,22,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1644,57,Thursday,12,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",5 - 15 MPH,Cloudy
1645,30,Wednesday,15,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1646,21,Monday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1647,19,Thursday,11,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1648,48,Thursday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
1649,48,Friday,23,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1650,43,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1651,35,Friday,18,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1652,23,Friday,20,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1653,6,Saturday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
1654,13,Sunday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1655,40,Sunday,13,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
1656,11,Saturday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1657,19,Tuesday,17,Intersection,Daylight,Wet,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Rain
1658,19,Friday,20,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1659,21,Monday,12,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Cloudy
1660,43,Tuesday,14,Intersection,Dusk,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1661,15,Sunday,16,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1662,31,Wednesday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1663,53,Monday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Cloudy
1664,37,Wednesday,23,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1665,10,Sunday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1666,38,Wednesday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
1667,21,Saturday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
1668,15,Tuesday,10,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",5 - 15 MPH,Rain
1669,22,Monday,21,Non-Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",20 - 25  MPH,Rain
1670,52,Wednesday,11,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",50 - 55  MPH,Rain
1671,18,Wednesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Cloudy
1672,35,Sunday,12,Intersection,Dark - Unknown Lighting,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1673,16,Tuesday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1674,31,Friday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1675,999,Monday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
1676,15,Saturday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1677,18,Thursday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1678,57,Saturday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1679,31,Sunday,8,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",60 - 75 MPH,Clear
1680,21,Friday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1681,15,Sunday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1682,14,Sunday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1683,999,Tuesday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
1684,13,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
1685,16,Tuesday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1686,37,Monday,5,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
1687,45,Monday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1688,37,Thursday,22,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",Unknown,Clear
1689,38,Saturday,6,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Positive Median Barrier",50 - 55  MPH,Cloudy
1690,28,Tuesday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1691,65,Tuesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1692,14,Thursday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1693,44,Sunday,13,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",5 - 15 MPH,Clear
1694,12,Monday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
1695,8,Wednesday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1696,12,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1697,15,Thursday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1698,16,Monday,11,Intersection,Daylight,Dry,"One-Way, Not Divided",20 - 25  MPH,Cloudy
1699,47,Monday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1700,25,Sunday,14,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",20 - 25  MPH,Clear
1701,25,Friday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
1702,33,Thursday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1703,8,Friday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1704,40,Saturday,21,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1705,26,Wednesday,20,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1706,55,Sunday,22,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1707,20,Monday,21,Non-Roadway,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1708,45,Tuesday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1709,13,Sunday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1710,21,Sunday,2,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Cloudy
1711,42,Tuesday,6,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
1712,,Tuesday,8,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,"Fog, Smog, Smoke"
1713,23,Tuesday,13,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
1714,33,Tuesday,9,Non-Intersection,Daylight,Dry,Unknown,20 - 25  MPH,Cloudy
1715,22,Wednesday,6,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1716,13,Thursday,18,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
1717,16,Friday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
1718,60,Monday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
1719,43,Friday,11,Intersection,Daylight,Wet,"Two-Way, Not Divided",Unknown,Rain
1720,17,Wednesday,10,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
1721,14,Thursday,16,Non-Roadway,Daylight,Wet,"Two-Way, Not Divided",Unknown,Cloudy
1722,49,Friday,14,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
1723,31,Thursday,23,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
1724,13,Friday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
1725,51,Friday,23,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1726,33,Friday,20,Intersection,Dark - Roadway Not Lighted,"Water (Standing, Moving)","Two-Way, Divided, Unprotected Median",30 - 35  MPH,Rain
1727,46,Friday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1728,51,Saturday,19,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
1729,55,Tuesday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
